2way travel time [s],AS [V],Running average of AS [V],PSD [dB/Hz]
0.0,56.68894570280232,56.68894570280232,0.0
5.425347222222229e-10,4.885917259947493,30.787431481374906,-10.645522719011112
1.0850694444444458e-09,26.919109950624588,15.90251360528604,-3.234376837441922
1.6276041666666687e-09,2.7263263878963944,14.82271816926049,-13.179205329983004
2.1701388888888916e-09,38.0606832045259,20.393504796211147,-1.7302180030545145
2.7126736111111145e-09,2.548617430351628,20.304650317438764,-13.471937311047936
3.2552083333333375e-09,17.855871565949,10.202244498150312,-5.017173266193765
3.79774305555556e-09,3.509697397735,10.682784481841999,-12.082287064010764
4.340277777777783e-09,11.431920710865604,7.470809054300302,-6.953791764583488
4.882812500000006e-09,0.7212850493083707,6.076602880086988,-18.9539144979604
5.4253472222222225e-09,7.392778312202986,4.057031680755678,-8.846906969149078
5.967881944444445e-09,2.3892496471466327,4.89101397967481,-13.752368495439677
6.510416666666668e-09,4.707738810385275,3.548494228765954,-10.80686020298101
7.052951388888891e-09,2.4124853859621367,3.5601120981737058,-13.710336888749337
7.595486111111114e-09,5.067837037869687,3.7401612119159116,-10.486757388892975
8.138020833333337e-09,1.6210569106364514,3.344446974253069,-15.4370011814269
8.68055555555556e-09,4.829609496755674,3.2253332036960627,-10.695863632605448
9.223090277777783e-09,1.8038100585030266,3.3167097776293506,-14.973075757536629
9.765625000000006e-09,1.9246645243052687,1.8642372914041476,-14.69143338678312
1.0308159722222229e-08,1.0932983367059657,1.5089814305056173,-17.14759692697015
1.0850694444444445e-08,1.4465210863564872,1.2699097115312266,-15.931736112200358
1.1393229166666668e-08,2.500576939849012,1.9735490131027495,-13.554581582603088
1.193576388888889e-08,2.5438870538071225,2.522231996828067,-13.480005549486835
1.2478298611111114e-08,0.8273535962055761,1.6856203250063493,-18.358072211255397
1.3020833333333337e-08,1.0841262373647467,0.9557399167851615,-17.18418525006954
1.356336805555556e-08,0.9068787642932666,0.9955025008290068,-17.959491476214325
1.4105902777777782e-08,1.1988409825050117,1.0528598733991392,-16.747367991566314
1.4648437500000005e-08,0.7421545668403292,0.9704977746726704,-18.830040158653063
1.519097222222222e-08,2.0330252547316374,1.3875899107859833,-14.453556065038391
1.573350694444445e-08,2.1224611697607436,2.0777432122461903,-14.266586264769659
1.6276041666666667e-08,0.8697125782612279,1.4960868740109858,-18.14122628960996
1.6818576388888897e-08,2.0067354607983767,1.4382240195298024,-14.510082549770996
1.7361111111111113e-08,1.3014478694135365,1.6540916651059567,-16.39071603322766
1.7903645833333343e-08,0.8037415217195683,1.0525946955665524,-18.48381975292446
1.844618055555556e-08,0.674142655078086,0.7389420883988271,-19.24746572931471
1.8988715277777775e-08,1.3503236128088616,1.0122331339434738,-16.23060517950914
1.9531250000000005e-08,0.20325154351595148,0.7767875781624065,-24.45464527724896
2.007378472222222e-08,1.102456362788235,0.6528539531520932,-17.111369717655474
2.061631944444445e-08,0.33862156596130716,0.720538964374771,-22.237837663025676
2.1158854166666667e-08,0.5352368042203155,0.43692918509081136,-20.24952411126019
2.1701388888888897e-08,0.49038037257143247,0.512808588395874,-20.629653008243444
2.2243923611111113e-08,0.246610652091034,0.36849551233123323,-23.614865485224954
2.2786458333333342e-08,0.49020963513353416,0.3684101436122841,-20.63116536972582
2.332899305555556e-08,0.2679141479092824,0.3790618915214083,-23.255027318135365
2.3871527777777775e-08,0.1528745704279779,0.21039435916863014,-25.691631303922794
2.4414062500000004e-08,0.5042225446998478,0.3285485575639129,-20.50876120222002
2.495659722222222e-08,0.2114612255492963,0.35784188512457205,-24.28267635201799
2.549913194444445e-08,0.6767964946929963,0.4441288601211463,-19.23040279375049
2.6041666666666667e-08,0.11258088282181665,0.3946886887574065,-27.02033730156193
2.6584201388888896e-08,0.0375299871977656,0.07505543500979113,-31.79119963820011
2.7126736111111112e-08,0.12330267466344885,0.08041633093060724,-26.625258827367126
2.7669270833333342e-08,0.49789673085294617,0.31059970275819754,-20.56359105341869
2.8211805555555558e-08,0.11367321950193306,0.30578497517743963,-26.978402196421168
2.8754340277777775e-08,0.699372866947757,0.40652304322484506,-19.08789600788515
2.9296875000000004e-08,0.19770288120555932,0.4485378740766582,-24.574853815742802
2.983940972222222e-08,0.950633191553464,0.5741680363795116,-17.75485406381875
3.038194444444445e-08,0.3634474021342122,0.6570402968438381,-21.93056811151994
3.0924479166666666e-08,0.7987151490246059,0.581081275579409,-18.51106458424306
3.1467013888888896e-08,0.5401662084308808,0.6694406787277434,-20.20970967860096
3.200954861111111e-08,0.6181653896123201,0.5791657990216005,-19.623936943400953
3.255208333333334e-08,0.6240539687657257,0.6211096791890229,-19.582762305905817
3.309461805555556e-08,0.5239775204720006,0.5740157446188632,-20.341857246760465
3.363715277777779e-08,0.609042288512635,0.5665099044923179,-19.688509314108494
3.4179687500000004e-08,0.789748848698688,0.6993955686056614,-18.560093786263646
3.472222222222222e-08,0.3142266597900037,0.5519877542443459,-22.562553511696123
3.526475694444445e-08,0.8935879974361329,0.6039073286130683,-18.023610533297603
3.5807291666666666e-08,0.8870251583630153,0.8903065778995742,-18.055624423480538
3.6349826388888895e-08,0.2022013308632973,0.5446132446131564,-24.47714370351404
3.689236111111111e-08,0.9352704334575188,0.568735882160408,-17.825611748004512
3.743489583333334e-08,0.6189136371376652,0.7770920352975921,-19.618683280474713
3.797743055555556e-08,0.9519315547241407,0.785422595930903,-17.748926569901208
3.851996527777779e-08,0.41251824069987075,0.6822248977120058,-21.380552231759662
3.90625e-08,1.0046896608660112,0.708603950782941,-17.514664470734807
3.960503472222222e-08,0.6817877117993404,0.8432386863326757,-19.198492106296044
4.014756944444445e-08,0.6457522234770813,0.6637699676382108,-19.434324698603504
4.0690104166666665e-08,0.7805832031088946,0.7131677132929879,-18.610791783572903
4.1232638888888895e-08,0.23827962390716553,0.5094314135080301,-23.764114741355094
4.177517361111111e-08,0.7277094295201889,0.4829945267136772,-18.915403776234317
4.231770833333334e-08,1.1004549834690145,0.9140822064946017,-17.11926098604585
4.286024305555556e-08,0.21950613511568093,0.6599805592923477,-24.120517169678358
4.3402777777777786e-08,0.8721893202579959,0.5458477276868384,-18.12887615544826
4.39453125e-08,0.274996524870836,0.573592922564416,-23.1417117439792
4.448784722222222e-08,1.2521284141492253,0.7635624695100307,-16.558495091222273
4.503038194444445e-08,0.258394925501314,0.7552616698252697,-23.412143995886243
4.5572916666666665e-08,1.8241343056795574,1.0412646155904357,-14.924415690830537
4.6115451388888894e-08,0.3598452422037313,1.0919897739416444,-21.9738261517313
4.665798611111111e-08,0.37266504737958556,0.36625514479165844,-21.821797183281582
4.720052083333334e-08,0.28764073547358526,0.33015289142658544,-22.94647989548734
4.7743055555555557e-08,1.865754123401419,1.0766974294375022,-14.82643969982486
4.8285590277777786e-08,0.22560189087032337,1.0456780071358711,-24.001556447437224
4.8828125e-08,1.7844148098043973,1.0050083503373604,-15.020025610618703
4.937065972222223e-08,0.27867789751357575,1.0315463536589866,-23.08395854747952
4.991319444444445e-08,0.8337492259138445,0.5562135617137101,-18.32462936378114
5.0455729166666664e-08,0.19499612395070662,0.5143726749322756,-24.63472401357597
5.0998263888888894e-08,0.1882034846019396,0.19159980427632312,-24.788707199252332
5.154079861111111e-08,0.1582564188070931,0.17322995170451636,-25.541370462567393
5.208333333333334e-08,0.24946073199883256,0.20385857540296282,-23.56496187715856
5.2625868055555556e-08,0.2791590775440615,0.26430990477144706,-23.076466255171386
5.3168402777777786e-08,0.9257900805541328,0.6024745790490972,-17.86985856894953
5.37109375e-08,0.5188625649177295,0.7223263227359311,-20.38446041895229
5.425347222222223e-08,0.6648831777498442,0.5918728713337869,-19.307530351075176
5.479600694444445e-08,0.6526823203617518,0.658782749055798,-19.38796531253463
5.5338541666666664e-08,0.46085543016198793,0.5567688752618698,-20.89933671030499
5.5881076388888894e-08,0.5671583424030842,0.514006886282536,-19.997940555294047
5.642361111111111e-08,1.104669955977174,0.8359141491901292,-17.102658375479066
5.696614583333334e-08,0.23251390975380803,0.6685919328654911,-23.870494411460335
5.7508680555555556e-08,0.7422624003281437,0.487388155040976,-18.82940918380111
5.8051215277777785e-08,0.717487913337315,0.7298751568327295,-18.97683790659759
5.859375e-08,0.8699535869752156,0.7937207501562654,-18.140022969601368
5.913628472222223e-08,0.39928363025765806,0.6346186086164369,-21.5221687463674
5.967881944444445e-08,0.4363195772271503,0.41780160374240427,-21.136936802993954
6.022135416666666e-08,1.073758609640152,0.7550390934336512,-17.225917209615748
6.076388888888889e-08,0.4925931972553006,0.7831759034477263,-20.61009970177604
6.130642361111112e-08,0.6095485546782742,0.5510708759667874,-19.6849007425196
6.184895833333335e-08,0.5575720710371814,0.5835603128577278,-20.071973684008313
6.239149305555555e-08,0.3188009409721039,0.43818650600464265,-22.499787854979925
6.293402777777778e-08,0.46023036268595663,0.38951565182903025,-20.9052311318548
6.347656250000001e-08,0.10533543031464707,0.28278289650030186,-27.3092390631739
6.401909722222224e-08,0.2016440410651696,0.1534897356899083,-24.48912987716374
6.456163194444444e-08,0.30372768789662424,0.2526858644808969,-22.710139959634024
6.510416666666667e-08,0.17579294401397863,0.23976031595530145,-25.084969407326838
6.56467013888889e-08,0.2485174250434008,0.2121551845286897,-23.581415349653238
6.61892361111111e-08,0.10398217661602667,0.17624980082971373,-27.36539475986504
6.673177083333333e-08,0.6917452272742209,0.39786370194512377,-19.135522086965498
6.727430555555556e-08,0.2817328702632483,0.48673904876873464,-23.036608602532237
6.781684027777779e-08,0.523681254175131,0.40270706221918967,-20.3443135202046
6.8359375e-08,0.31304916562998913,0.4183652099025601,-22.578858294890267
6.890190972222222e-08,0.26877785563501927,0.2909135106325042,-23.24104895361288
6.944444444444445e-08,0.3018213539244332,0.28529960477972627,-22.737484171337808
6.998697916666668e-08,0.08840292984251671,0.19511214188347498,-28.07031721483492
7.052951388888889e-08,0.21915138112021718,0.15377715548136695,-24.12754168108187
7.107204861111112e-08,0.4011988997748555,0.31017514044753636,-21.501386467211066
7.161458333333334e-08,0.2381808894548072,0.3196898946148313,-23.76591467344786
7.215711805555555e-08,0.4742197656919068,0.35620032757335696,-20.775187284788803
7.269965277777778e-08,0.22420251407671407,0.3492111398843104,-24.028579018743045
7.324218750000001e-08,0.4598725936974192,0.3420375538870666,-20.908608517054375
7.378472222222224e-08,0.1338959766779965,0.29688428518770776,-26.267308526099637
7.432725694444444e-08,0.1725136352222674,0.1532048059501319,-25.166749533278825
7.486979166666667e-08,0.1571230255377523,0.1648183303800098,-25.572585468527926
7.54123263888889e-08,0.03900745216806109,0.09806523885290663,-31.623507954627055
7.595486111111113e-08,0.34595509240489714,0.19248127228647904,-22.144786523530563
7.649739583333333e-08,0.27589064070215674,0.31092286655352686,-23.127614123378663
7.703993055555556e-08,0.21257468988854566,0.24423266529535118,-24.259868259015818
7.758246527777779e-08,0.2920074707347001,0.25229108031162284,-22.88104417482792
7.812500000000002e-08,0.23255589515560368,0.26228168294515186,-23.86971026988944
7.866753472222222e-08,0.20388353551314073,0.21821971533437218,-24.44116224070509
7.921006944444445e-08,0.2736319533505264,0.23875774443183356,-23.163315693720428
7.975260416666668e-08,0.2501757143763936,0.26190383386345994,-23.552532315006346
8.029513888888891e-08,0.2780845687791383,0.26413014157776593,-23.09321490035771
8.083767361111111e-08,0.4461241256287192,0.3621043472039287,-21.040426703080023
8.138020833333334e-08,0.20855723532518483,0.327340680476952,-24.342731189792577
8.192274305555557e-08,0.4010988272064648,0.3048280312658248,-21.502469879590432
8.246527777777778e-08,0.1980534538798539,0.2995761405431593,-24.567159595624098
8.30078125e-08,0.39693127368783127,0.2974923637838426,-21.54783062345937
8.355034722222224e-08,0.13477156675819615,0.26585142022301367,-26.239001028910785
8.409288194444447e-08,0.35653565039957713,0.2456536085788866,-22.013954181350552
8.463541666666667e-08,0.17367361343068868,0.26510463191513284,-25.137645398313634
8.51779513888889e-08,0.20887363229112732,0.19127362286090793,-24.33614760945034
8.572048611111113e-08,0.14954747553934705,0.17921055391523713,-25.787192938364395
8.626302083333333e-08,0.22497601104517884,0.1872617432922629,-24.013621678690754
8.680555555555556e-08,0.30036076875651935,0.26266838990084906,-22.75855172876918
8.734809027777779e-08,0.09757026312076705,0.19896551593864314,-27.641809039195408
8.789062500000002e-08,0.22274717026961235,0.16015871669518966,-24.05686184522837
8.843315972222222e-08,0.11862344543230444,0.17068530785095834,-26.793278460703185
8.897569444444445e-08,0.28452934057060775,0.20157639300145602,-22.993713227442232
8.951822916666668e-08,0.22965460382889796,0.25709197219975277,-23.92423224051525
9.006076388888891e-08,0.2262184329795211,0.22793651840420948,-23.9897039039394
9.060329861111111e-08,0.19275434590003648,0.20948638943977874,-24.684942015133224
9.114583333333334e-08,0.20521864627238823,0.1989864960862123,-24.412815616326036
9.168836805555557e-08,0.18216596612249805,0.1936923061974431,-24.930311386561574
9.223090277777778e-08,0.30625594807815265,0.24421095710032528,-22.67413847799866
9.27734375e-08,0.12435187749393015,0.21530391278604133,-26.588460333507093
9.331597222222223e-08,0.24781906585561722,0.18608547167477363,-23.593636644978023
9.385850694444446e-08,0.15406601948681878,0.20094254267121794,-25.657915179852115
9.440104166666667e-08,0.19108782372189564,0.17257692160435717,-24.72265365762376
9.49435763888889e-08,0.06929379881168252,0.13019081126678902,-29.12804009289585
9.548611111111113e-08,0.14582289625225045,0.10755834753196643,-25.896726603890965
9.602864583333336e-08,0.08882655138153916,0.11732472381689475,-28.049555787795576
9.657118055555556e-08,0.06599213370792104,0.07740934254473004,-29.340062095574794
9.711371527777779e-08,0.032148802693780135,0.04907046820085053,-32.46333576797267
9.765625000000002e-08,0.2351184576039653,0.13363363014887267,-23.82211656019434
9.819878472222222e-08,0.06269449463345018,0.1489064761187077,-29.562689741088892
9.874131944444445e-08,0.045695362724181385,0.054194928678815715,-30.936262510338643
9.928385416666668e-08,0.12562570259407496,0.0856605326591281,-26.544198764115016
9.982638888888891e-08,0.08484431137676342,0.1052350069854191,-28.24875650940214
1.0036892361111111e-07,0.09858084574715924,0.09171257856196124,-27.597058403421887
1.0091145833333334e-07,0.08143705213546856,0.09000894894131381,-28.42676335433604
1.0145399305555557e-07,0.15790103604206548,0.11966904408876694,-25.551134005160023
1.0199652777777777e-07,0.155850305142862,0.15687567059246366,-25.607907231577766
1.025390625e-07,0.09097403438414405,0.12341216976350294,-27.945809254887465
1.0308159722222223e-07,0.08688883508353384,0.08893143473383885,-28.14534405399997
1.0362413194444446e-07,0.223927833124732,0.15540833410413285,-24.033903024912874
1.0416666666666667e-07,0.014215652373997717,0.11907174274936479,-36.00731585287905
1.047092013888889e-07,0.15107346032822516,0.08264455635111137,-25.743102032746737
1.0525173611111113e-07,0.08954376547088344,0.12030861289955423,-28.014630268177246
1.0579427083333335e-07,0.23621319405435307,0.16287847976261818,-23.801942279395774
1.0633680555555556e-07,0.11622121561299947,0.1762172048336762,-26.882129664673634
1.0687934027777779e-07,0.24188546093544427,0.17905333827422182,-23.69888615177603
1.0742187500000002e-07,0.13673622043374417,0.18931084068459414,-26.176148088186487
1.0796440972222222e-07,0.14556298519151267,0.14114960281262834,-25.904474266120943
1.0850694444444445e-07,0.092641704780072,0.11910234498579227,-27.86691841801546
1.0904947916666668e-07,0.25525955465522043,0.17395062971764613,-23.465163728873154
1.0959201388888891e-07,0.12950824924148172,0.19238390194835098,-26.412009476850603
1.1013454861111111e-07,0.3023332668518949,0.2159207580466882,-22.730124432450726
1.1067708333333334e-07,0.11732790320073241,0.20983058502631352,-26.84097070741661
1.1121961805555557e-07,0.41659102673441273,0.26695946496757245,-21.33788468967596
1.117621527777778e-07,0.26208599759916484,0.3393385121667887,-23.350545614591223
1.123046875e-07,0.21833948963756244,0.24021274361836353,-24.143660892666393
1.1284722222222223e-07,0.22753683103942185,0.22293816033849204,-23.96446674818542
1.1338975694444446e-07,0.05632935225988848,0.14193309164965506,-30.02763622843249
1.1393229166666667e-07,0.17302150046589818,0.11467542636289321,-25.153983061281867
1.144748263888889e-07,0.23139756646368523,0.2022095334647916,-23.89139592786915
1.1501736111111112e-07,0.1668435237929322,0.19912054512830862,-25.31189026366191
1.1555989583333335e-07,0.23636281422600855,0.20160316900947028,-23.799192278720156
1.1610243055555556e-07,0.16639707115402264,0.20137994269001547,-25.323527023195645
1.1664496527777779e-07,0.30429304414400227,0.2353450576490123,-22.702063551828566
1.1718750000000002e-07,0.16956129765274083,0.2369271708983714,-25.24171648521621
1.1773003472222222e-07,0.21021291479805054,0.18988710622539556,-24.30838985933642
1.1827256944444445e-07,0.16388189081902857,0.18704740280853943,-25.389674140198878
1.1881510416666668e-07,0.16965737463823014,0.1667696327286292,-25.23925637855582
1.193576388888889e-07,0.227892611144005,0.19877499289111744,-23.957681356056085
1.199001736111111e-07,0.23926935450017023,0.23358098282208747,-23.746113021323062
1.2044270833333334e-07,0.16779939546309883,0.2035343749816344,-25.287079882393336
1.2098524305555557e-07,0.2707341712951394,0.21926678337911895,-23.209553054452307
1.215277777777778e-07,0.17258054451365457,0.22165735790439683,-25.16506545176671
1.220703125e-07,0.38535878869892615,0.2789696666062902,-21.67633111898995
1.2261284722222223e-07,0.16213514605504506,0.27374696737698545,-25.43621212966042
1.2315538194444446e-07,0.25361128338506356,0.20787321472005416,-23.49329808310351
1.2369791666666666e-07,0.13752255519032608,0.19556691928769465,-26.15124447073981
1.242404513888889e-07,0.22267105147323174,0.18009680333177874,-24.058346201814842
1.2478298611111112e-07,0.12637992238660048,0.17452548692991593,-26.518202957707054
1.2532552083333335e-07,0.2378810355562438,0.18213047897142198,-23.771385596615744
1.2586805555555556e-07,0.10680037199793957,0.17234070377709151,-27.24925614693884
1.2641059027777779e-07,0.18462861163946262,0.14571449181870094,-24.87199376168698
1.2695312500000002e-07,0.10651739886211106,0.14557300525078667,-27.260778275921037
1.2749565972222224e-07,0.2653399046015525,0.1859286517318316,-23.296958114271078
1.2803819444444445e-07,0.06506871798479331,0.16520431129317273,-29.401261299473344
1.2858072916666668e-07,0.1748401552406873,0.11995443661274016,-25.108571966583867
1.291232638888889e-07,0.10904189947323466,0.14194102735696085,-27.159049719301276
1.296657986111111e-07,0.0441553428873811,0.07659862118030775,-31.08515118467035
1.3020833333333334e-07,0.13316503758371093,0.08866019023554586,-26.291081640928425
1.3075086805555557e-07,0.1579102947742932,0.1455376661790019,-25.550879358418456
1.312934027777778e-07,0.0741142546790034,0.11601227472664814,-28.835966345491535
1.318359375e-07,0.11243471860101065,0.09327448664000687,-27.025979427981124
1.3237847222222223e-07,0.10992857159850035,0.11118164509975534,-27.12387795261947
1.3292100694444446e-07,0.12228796794875983,0.11610826977362994,-26.66114651672646
1.3346354166666666e-07,0.1756151025931093,0.1489515352709344,-25.089365183409768
1.340060763888889e-07,0.1682251392806085,0.17192012093685874,-25.276074835411954
1.3454861111111112e-07,0.04673838759494137,0.10748176343777477,-30.838246542874494
1.3509114583333335e-07,0.08000004693768697,0.063369217266314,-28.50408138284926
1.3563368055555556e-07,0.1280019079311707,0.10400097743442867,-26.46281937018314
